"sample_number","data_de_recepcao","programa","matriz","subgrupo","produto","rg","area_analitica","status","objetivo_da_amostra","motivo_de_rejeicao","liberada","data_da_liberacao","latente","descartada","data_do_descarte"
64023,8/3/2021,"Não Informado na Solicitação","APÍCOLAS","POA_004_002","MEL","04718/21-PE","POA","A","AUDITORIA",,"T",12/3/2021,"F",,
64024,8/3/2021,"Não Informado na Solicitação","LÁCTEOS","POA_003_007","MANTEIGA DE PRIMEIRA QUALIDADE COM SAL","04719/21-PE","POA","A","AUDITORIA",,"T",12/3/2021,"F",,
64025,8/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04720/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64040,8/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_016","QUEIJO DE COALHO (8)","04721/21-PE","MIC","A","FISCALIZACAO",,"T",12/3/2021,"F",,
64044,8/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","04722/21-PE","FEC","A","PERICIAL",,"T",27/5/2021,"F","T","08/06/2021 13:57:49"
64045,8/3/2021,"Ouvidoria do MAPA","LEITE","MIC_002_005","MANTEIGA COMUM COM SALº","04723/21-PE","MIC","A","FISCALIZACAO",,"T",15/3/2021,"F",,
64046,8/3/2021,"Ouvidoria do MAPA","LEITE","MIC_002_005","MANTEIGA COMUM COM SALº","04724/21-PE","MIC","A","FISCALIZACAO",,"T",17/3/2021,"F",,
64047,8/3/2021,"Ouvidoria do MAPA","LEITE","MIC_002_005","MANTEIGA COMUM COM SALº","04725/21-PE","MIC","A","FISCALIZACAO",,"T",17/3/2021,"F",,
64084,8/3/2021,"Analise de fraude","LÁCTEOS","POA_003_007","MANTEIGA COMUM COM SAL","04762/21-PE","POA","A","FISCALIZACAO",,"T",15/3/2021,"F",,
64085,8/3/2021,"Analise de fraude","LÁCTEOS","POA_003_007","MANTEIGA COMUM COM SAL","04763/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
64086,8/3/2021,"Analise de fraude","LÁCTEOS","POA_003_007","MANTEIGA COMUM COM SAL","04764/21-PE","POA","A","FISCALIZACAO",,"T",15/3/2021,"F",,
64087,8/3/2021,"Analise de fraude","LÁCTEOS","POA_003_007","MANTEIGA COMUM COM SAL","04765/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
64088,8/3/2021,"Analise de fraude","LÁCTEOS","POA_003_007","MANTEIGA COMUM COM SAL","04766/21-PE","POA","A","FISCALIZACAO",,"T",15/3/2021,"F",,
64089,8/3/2021,"Analise de fraude","LÁCTEOS","POA_003_007","MANTEIGA COMUM COM SAL","04767/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
64090,9/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04768/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64091,9/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_003","CARNE TEMPERADA CONGELADA DE FRANGO SEM OSSO","04769/21-PE","MIC","A","FISCALIZACAO",,"T",16/3/2021,"F",,
64092,9/3/2021,"PROGRAMA NACIONAL DE CONTROLE DE RESÍDUOS E CONTAMINANTES - ÁREA ANIMAL","PESCADOS","PESCADODECAPTURA","Músculo","04770/21-PE","RCI","A","FISCALIZACAO",,"T",17/6/2021,"F",,
64093,9/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04771/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64112,10/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_007","SALSICHA RESFRIADA","04790/21-PE","MIC","A","FISCALIZACAO",,"T",15/3/2021,"F",,
64113,10/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_007","SALSICHA RESFRIADA","04791/21-PE","MIC","A","FISCALIZACAO",,"T",16/3/2021,"F",,
64114,10/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_007","SALSICHA RESFRIADA","04792/21-PE","POA","A","FISCALIZACAO",,"T",22/6/2021,"F",,
64115,10/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_007","SALSICHA RESFRIADA","04793/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
64116,10/3/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","04794/21-PE","MIC","A","FISCALIZACAO",,"T",15/3/2021,"F",,
64239,10/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04912/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64240,10/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","04913/21-PE","MIC","A","FISCALIZACAO",,"T",26/3/2021,"F",,
64272,11/3/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","04941/21-PE","MIC","A","FISCALIZACAO",,"T",22/3/2021,"F",,
64273,11/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04942/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64274,11/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_002","CARNE CONGELADA DE FRANGO COM OSSO","04943/21-PE","MIC","A","FISCALIZACAO",,"T",26/3/2021,"F",,
64275,11/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04944/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64276,11/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04945/21-PE","MIC","A","FISCALIZACAO",,"T",30/3/2021,"F",,
64277,11/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04946/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64278,11/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04947/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64279,11/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","04948/21-PE","MIC","R","FISCALIZACAO","R01.14","T",11/3/2021,"F",,
64280,11/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","04949/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64290,11/3/2021,,"BEBIDA ALCOÓLICA","BEV_002_001","UÍSQUE CORTADO OU BLENDED WHISKY","04959/21-PE","BEV","A","FISCALIZACAO",,"T",31/5/2021,"F",,
64317,12/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","04986/21-PE","MIC","A","FISCALIZACAO",,"T",19/3/2021,"F",,
64318,12/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04987/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64319,12/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04988/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64320,12/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","04989/21-PE","MIC","A","FISCALIZACAO",,"T",22/3/2021,"F",,
64321,12/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04990/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64322,12/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","04991/21-PE","MIC","R","FISCALIZACAO","R01.21","T",15/3/2021,"F",,
64358,12/3/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_008","XAROPE ARTIFICIAL","05025/21-PE","BEV","A","FISCALIZACAO",,"T",26/3/2021,"F",,
64691,16/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05352/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64692,16/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","PESCADO","MIC_005_005","CAMARÃO COZIDO CONGELADO","05353/21-PE","MIC","R","FISCALIZACAO","R06.12","T",16/3/2021,"F",,
64696,16/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_005","CAMARÃO COZIDO CONGELADO","05357/21-PE","MIC","R","FISCALIZACAO","R06.12","T",16/3/2021,"F",,
64697,16/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","05358/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64733,16/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_001","JERKED BEEF","05394/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64734,16/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_001","CARNE SALGADA DE SUÍNO SEM OSSO","05395/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64760,16/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_005","CAMARÃO COZIDO CONGELADO","05420/21-PE","POA","R","FISCALIZACAO","R01.21","T",17/3/2021,"F",,
64761,16/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_005","CAMARÃO COZIDO CONGELADO","05421/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
64762,16/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE SUÍNO SEM OSSO","05422/21-PE","POA","A","FISCALIZACAO",,"T",13/4/2021,"F",,
64763,16/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","CARNE SALGADA DE SUÍNO SEM OSSO","05423/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
64764,16/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_001","JERKED BEEF","05424/21-PE","POA","A","FISCALIZACAO",,"T",13/4/2021,"F",,
64795,17/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","PESCADO","MIC_005_005","CAMARÃO COZIDO CONGELADO","05455/21-PE","MIC","A","FISCALIZACAO",,"T",22/3/2021,"F",,
64796,17/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05456/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64827,17/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_017","QUEIJO RALADO (3)","05486/21-PE","MIC","A","FISCALIZACAO",,"T",22/3/2021,"F",,
64832,17/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_017","QUEIJO RALADO (3)","05491/21-PE","MIC","A","FISCALIZACAO",,"T",26/3/2021,"F",,
64842,17/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_020","QUEIJO RALADO/QUEIJO RALADO DESIDRATADO","05501/21-PE","POA","A","FISCALIZACAO",,"T",23/3/2021,"F",,
64882,17/3/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","05540/21-PE","MIC","A","FISCALIZACAO",,"T",22/3/2021,"F",,
64883,17/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05541/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64884,17/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05542/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64885,17/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05543/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64887,17/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05545/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64888,17/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_007","SALSICHA CONGELADA","05546/21-PE","POA","A","FISCALIZACAO",,"T",19/4/2021,"F",,
64889,17/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05547/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
64902,17/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_001","PRESUNTO DE PERU","05560/21-PE","MIC","A","FISCALIZACAO",,"T",26/3/2021,"F",,
64905,17/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_007","SALSICHA CONGELADA","05563/21-PE","MIC","A","FISCALIZACAO",,"T",29/3/2021,"F",,
64907,17/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_007","MORTADELA","05565/21-PE","MIC","R","FISCALIZACAO","R09.05","T",18/3/2021,"F",,
64908,17/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_007","SALSICHA CONGELADA","05566/21-PE","MIC","A","FISCALIZACAO",,"T",7/4/2021,"F",,
64909,17/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_007","LINGUIÇA COZIDA","05567/21-PE","MIC","A","FISCALIZACAO",,"T",7/4/2021,"F",,
64932,18/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","PESCADO","MIC_005_005","CAMARÃO COZIDO CONGELADO","05575/21-PE","MIC","A","FISCALIZACAO",,"T",26/3/2021,"F",,
64933,18/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_002","PEIXE CONGELADO","05576/21-PE","MIC","A","FISCALIZACAO",,"T",30/3/2021,"F",,
64936,18/3/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","05577/21-PE","MIC","A","FISCALIZACAO",,"T",30/3/2021,"F",,
64937,18/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05578/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
65051,17/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_007","MORTADELA","05686/21-PE","POA","A","FISCALIZACAO",,"T",19/4/2021,"F",,
65052,18/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","PEIXE CONGELADO","05687/21-PE","POA","A","FISCALIZACAO",,"T",12/4/2021,"F",,
65053,18/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","PEIXE CONGELADO","05688/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
65054,19/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05689/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
65055,19/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05690/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
65068,19/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05703/21-PE","MIC","A","FISCALIZACAO",,"T",25/3/2021,"F",,
65111,19/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05746/21-PE","MIC","A","FISCALIZACAO",,"T",6/4/2021,"F",,
65123,19/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05758/21-PE","MIC","A","FISCALIZACAO",,"T",6/4/2021,"F",,
65200,22/3/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","VINHO DE MESA - BRANCO SECO","05801/21-PE","BEV","A","LIBERACAO",,"T",26/3/2021,"F",,
65201,22/3/2021,,"BEBIDA ALCOÓLICA","BEV_002_004","VINHO DE MESA - TINTO SECO","05802/21-PE","BEV","A","LIBERACAO",,"T",26/3/2021,"F",,
65202,22/3/2021,"Não Informado na Solicitação","LÁCTEOS","POA_003_007","MANTEIGA COMUM COM SAL","05803/21-PE","POA","A","MONITORAMENTO",,"T",5/4/2021,"F",,
65203,22/3/2021,"Não Informado na Solicitação","PESCADO","POA_006_002","PEIXE CONGELADO","05804/21-PE","POA","A","MONITORAMENTO",,"T",5/4/2021,"F",,
65204,22/3/2021,"Não Informado na Solicitação","LÁCTEOS","POA_003_015","LEITE PASTEURIZADO INTEGRAL","05805/21-PE","POA","A","MONITORAMENTO",,"T",5/4/2021,"F",,
65232,22/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_007","SALSICHA RESFRIADA","05818/21-PE","MIC","A","FISCALIZACAO",,"T",30/3/2021,"F",,
65233,22/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CARNE","MIC_001_007","MORTADELA","05819/21-PE","MIC","A","FISCALIZACAO",,"T",29/3/2021,"F",,
65234,22/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_007","SALSICHA RESFRIADA","05820/21-PE","MIC","A","FISCALIZACAO",,"T",26/3/2021,"F",,
65235,22/3/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","CARNE","MIC_001_007","MORTADELA","05821/21-PE","MIC","A","FISCALIZACAO",,"T",26/3/2021,"F",,
65236,22/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_007","SALSICHA RESFRIADA","05822/21-PE","POA","A","FISCALIZACAO",,"T",19/4/2021,"F",,
65237,22/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","CÁRNEOS","POA_002_007","MORTADELA","05823/21-PE","POA","A","FISCALIZACAO",,"T",19/4/2021,"F",,
65243,23/3/2021,"Amostras para ensaios de contraprova","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","05824/21-PE","POA","A","PERICIACONTRAPROVA",,"T",23/3/2021,"F",,
65255,23/3/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","05829/21-PE","MIC","A","FISCALIZACAO",,"T",6/4/2021,"F",,
65309,23/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","05879/21-PE","MIC","A","FISCALIZACAO",,"T",6/4/2021,"F",,
65502,24/3/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","06065/21-PE","MIC","A","FISCALIZACAO",,"T",29/3/2021,"F",,
65532,24/3/2021,,"CORRETIVO ","FEC_003_003","CORRETIVO DE ACIDEZ DE SOLOS ","06089/21-PE","FEC","A","FISCALIZACAO",,"T",5/4/2021,"F",,
65545,24/3/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","06102/21-PE","MIC","A","FISCALIZACAO",,"T",6/4/2021,"F",,
65627,25/3/2021,"Amostras para ensaios de contraprova","LÁCTEOS","POA_003_014","DOCE DE LEITE","06180/21-PE","POA","A","PERICIACONTRAPROVA",,"T",26/3/2021,"F",,
65628,25/3/2021,"Amostras para ensaios de contraprova","LÁCTEOS","POA_003_014","DOCE DE LEITE","06181/21-PE","POA","A","PERICIACONTRAPROVA",,"T",26/3/2021,"F",,
65709,25/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","06248/21-PE","MIC","A","FISCALIZACAO",,"T",6/4/2021,"F",,
65710,25/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","06249/21-PE","MIC","A","FISCALIZACAO",,"T",6/4/2021,"F",,
65711,25/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","06250/21-PE","MIC","A","FISCALIZACAO",,"T",5/4/2021,"F",,
65712,25/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","06251/21-PE","MIC","A","FISCALIZACAO",,"T",5/4/2021,"F",,
65723,25/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","ÁGUA","MIC-006-001","ÁGUA","06262/21-PE","MIC","R","FISCALIZACAO","R04","T",26/3/2021,"F",,
65723,25/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","ÁGUA","MIC-006-001","ÁGUA","06262/21-PE","MIC","R","FISCALIZACAO","R08","T",26/3/2021,"F",,
65723,25/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","ÁGUA","MIC-006-001","ÁGUA","06262/21-PE","MIC","R","FISCALIZACAO","R08.02","T",26/3/2021,"F",,
65785,26/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","06309/21-PE","MIC","A","FISCALIZACAO",,"T",12/4/2021,"F",,
65786,26/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","06310/21-PE","MIC","A","FISCALIZACAO",,"T",5/4/2021,"F",,
65814,26/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","06338/21-PE","MIC","A","FISCALIZACAO",,"T",5/4/2021,"F",,
65815,26/3/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","06339/21-PE","MIC","A","FISCALIZACAO",,"T",5/4/2021,"F",,
65816,26/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","06340/21-PE","MIC","A","FISCALIZACAO",,"T",5/4/2021,"F",,
65817,26/3/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","06341/21-PE","MIC","A","FISCALIZACAO",,"T",5/4/2021,"F",,
65818,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06342/21-PE","FEC","A","FISCALIZACAO",,"T",9/4/2021,"F",,
65819,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06343/21-PE","FEC","A","FISCALIZACAO",,"T",16/4/2021,"F",,
65820,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06344/21-PE","FEC","A","FISCALIZACAO",,"T",16/4/2021,"F",,
65821,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06345/21-PE","FEC","A","FISCALIZACAO",,"T",30/4/2021,"F",,
65822,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06346/21-PE","FEC","R","FISCALIZACAO","R01","T",9/4/2021,"F",,
65822,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06346/21-PE","FEC","R","FISCALIZACAO","R01.23","T",9/4/2021,"F",,
65823,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06347/21-PE","FEC","A","FISCALIZACAO",,"T",9/4/2021,"F",,
65824,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06348/21-PE","FEC","A","FISCALIZACAO",,"T",16/4/2021,"F",,
65825,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06349/21-PE","FEC","A","FISCALIZACAO",,"T",9/4/2021,"F",,
65826,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06350/21-PE","FEC","A","FISCALIZACAO",,"T",16/4/2021,"F",,
65827,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06351/21-PE","FEC","A","FISCALIZACAO",,"T",16/4/2021,"F",,
65828,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06352/21-PE","FEC","A","FISCALIZACAO",,"T",9/4/2021,"F",,
65829,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06353/21-PE","FEC","R","FISCALIZACAO","R01","T",9/4/2021,"F",,
65829,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06353/21-PE","FEC","R","FISCALIZACAO","R01.23","T",9/4/2021,"F",,
65830,26/3/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","06354/21-PE","FEC","A","FISCALIZACAO",,"T",9/4/2021,"F",,
